verse,label
I also would love for Bruno to sing this hook on this song 88 Keys / Puff and I produced… I even asked Tyler to shoot the vid,1
"I also want to publicly apologize to Bruno Mars, I used to hate on him but I really respect what he does as an artis",1
"I would like to publicly apologize to Beck, I’m sorry Beck",1
"Congrats to my family Chris Brown and Tyga on their new release
https://t.co/yGm82L5gNm",1
"Really proud of my brother and his new album.
https://t.co/foh4MlZnVc http://t.co/iqRhogHXVV",1
GOOD LUCK TO MY FAMILY COMMON AND JOHN LEGEND ON THEIR OSCAR NOMINATION!!!!! SO PROUD OF YOU GUYS!!!!,1
BLESSINGS ON BLESSINGS ON BLESSINGS!!! http://t.co/UtcxsIaH4,1
Seems like just yesterday we were interning at Fendi - now you’re nominated for the LVMH Young Designer Priz,1
I am so proud of my family Virgil Abloh,1
"If you wanna have a drink with me, book a table at the spotted pig when I’m back in NY",1
We want to innovate and we will win someday,1
"All we have are our dreams, and you can step on our dreams and ideas all you want, but we won’t stop fightin",1
"Fame is often looked down upon in the design world, so it’s actually been something I had to overcom",1
because I was too famous by the time I realized I wanted to design,1
I don’t call myself a designer as I was not allowed to go to Saint Martins,1
I have millions of ideas and I represent a new generation just trying to express themselves in a broken world,1
and I have encountered countless amounts of bigotry along the way,1
To Fern Mallis: I just want you to understand that attempting to do clothing has been very difficu,1
@cyhitheprynce #NAACP #BHP2 https://t.co/qzYsutMFrN,1
LET'S GO!!! http://t.co/eZlDcSw9wZ http://t.co/LpVuwSvy0Q,1
please read http://t.co/iMQhPm3iRc,1
Access granted. Reserve now. #YEEZYBOOS,1
backstage 00:00:00:03:28:30:13 http://t.co/mSKqlp9t2,1
camera angles 00:00:00:05:56:33:30 http://t.co/mSKqlp9t2,1
"#YEEZYBOOST ACCESS:
http://t.co/G1T7VxJwQD",1
details 00:00:00:20:53:39:14 http://t.co/mSKqloRSaQ,1
hair and makeup 00:00:00:21:20:07:84 http://t.co/mSKqloRSaQ,1
YEEZY SEASON 1 Live Stream 2.12.15 4p EST. Tickets for 50 theaters worldwide http://t.co/mSKqloRSaQ,1
invite 00:00:01:02:22:10:41 http://t.co/mSKqloRSaQ,1
patches 00:00:01:22:20:23:26 http://t.co/mSKqloRSaQ,1
patches 00:00:01:22:45:51:02 http://t.co/mSKqloRSaQ,1
casting 00:00:02:00:07:10:36 http://t.co/mSKqloRSaQ,1
vacuum packed 00:00:02:19:11:21:01 http://t.co/mSKqloRSaQ,1
00:00:03:21:45:33:05 http://t.co/8T1uPQw7bK,1
http://t.co/0vKr199CzM,1
00:00:05:04:06:28:93 #adidasoriginals http://t.co/8T1uPQw7bK,1
3 00:00:05:23:06:01:83 http://t.co/8T1uPQw7bK,1
printing invites 00:00:00:05:23:14 http://t.co/8T1uPQw7bK,1
http://t.co/8T1uPQewkc 00:00:06:19:52:31:01,1
GOOD Sessions http://t.co/etLa3PDkrq,1
"""Blessings” Sean, Drake, Me. Dark Sky Paradise 2.24.15 http://t.co/KyUJTfrKZr http://t.co/2gDhGbe9gk",1
"ONLY ONE directed by Spike Jonze, concept by Vanessa Beecroft http://t.co/QharTmKV5N
https://t.co/E8drMkoPDB",1
ONLY ONE directed by Spike Jonze http://t.co/1xvft3AjCn,1
http://t.co/wYZur636HU,1
ONLY ONE ft. Paul McCartney http://t.co/AolpyJ6ny5 http://t.co/45EiXLvcuf photo @inezandvinoodh http://t.co/0Ci8OcApDq,1
"600,000 people rallied for justice on Dec. 13th #blacklivesma",1
Pusha T Lunch Money #DONDA #GOODMUSIC http://t.co/flbShHO42,1
#ALLDAY http://t.co/bQZK8lnNfB,1
VIBES! Out Today. http://t.co/EIxhSnQjEL,1
"VII #RealRnB #TeyanaTaylor
http://t.co/DfW5ygGUak",1
"I know it’s last minute, but if you haven’t voted, please vote today",1
The midterms are extremely importan,1
I'm supporting the Democratic ticket in these midterms,1
Me and my wife met with President Obama two weeks a,1
Sometimes I feel like just saying I love you isn’t strong enough to express how much I love you…,1
Happy Birthday baby! Thank you for being the dopest wife & mom! http://t.co/D3k20HN3Yb,1
not smiling makes me sm,1
"Hedi at Saint Laurent, Nicolas at Vuitton and now John at Margiela",1
It is very exciting to see what powerful creatives do at different houses,1
"JOHN GALLIANO is the new creative director of MARGIELA, I heard this rumor when I was in Paris and just received confirmation this morning!",1
@BigSean http://t.co/wP0JrZy45A http://t.co/DPAIwowEGZ,1
"YEEZUS TOUR POP-UP SHOP MELBOURNE, AUSTRALIA 336 CHAPEL STREE",1
http://t.co/0SkI4pYfFU http://t.co/dJJ9i3e21x,1
"RT @UncleRUSH: Police sensitivity training ,diversity initiatives, body cameras for police and a fucking arrest. Would be a good start…",1
Thank you Robin for all of the joy you brought the world http://t.co/c0YABjcLM,1
http://t.co/HWIjFy0M0D,1
http://t.co/WEmwgYwNJD,1
http://t.co/TPMcn7kr8W,1
http://t.co/sVczpkwDuc,1
http://t.co/oJkyP36sXk,1
http://t.co/s6F8SciGbG,1
A.P.C. KANYE http://t.co/bMty2Fnjob,1
"One of my favorite artists Lana Del Rey’s new album.
http://t.co/14BIkuVvW2 http://t.co/TDk8OmPMUF",1
"http://t.co/8CaiGU28Jq
#Allinornothin",1
http://t.co/4fUQMtMhe9,1
http://t.co/CIKgSJ3bRc,1
hi Mom http://t.co/rP0xlyt4Eq,1
"My friend Lisa Robinson just released her book, There Goes Gravity. http://t.co/oayjIhFcmy. Pretty legendary photos in it!!!",1
I love my family http://t.co/SDZohbsoaA,1
Dreams come true http://t.co/JlNzCKwZ0h http://t.co/sC3KNTl7fH,1
#TRILL Thank you @voguemagazine http://t.co/C4O8XOeJjS,1
check out @SteveStoute classic Tanning of America marathon starting at 7pm on vh1 #hiphopchangedus,1
I'm performing tonight on @LateNightSeth,1
"The doors may be heavier, but I promise you WE WILL BREAK THEM",1
"Ten years later I am still the same kid from Chicago, still dreaming out loud, still banging on the d",1
I wake up every day trying to give something back to you that you can rock to and be proud of,1
"I am honored and humbled by my fans, for the unwavering support and love over the past ten years",1
"gave of their heart to that project, and to all the projects that followed, and are to com",1
"I am extremely grateful to each and every person along that road who helped, lent an ear, lent their voice,",1
"to not only convince my peers and the public that I could be an artist, but to actually get that art out for the world to hea",1
"I say ""finally"" because it was a long road, a constant struggle, and a true labor of lov",1
Ten years ago today we finally released what had been my life's work up to that point: The College Dropou,1
A.P.C. http://t.co/RMdltT4vO,1
YEEZUS TOUR ON SALE NOW http://t.co/shjFIROujA,1
YEEZUS TOUR PRE-SALE NOW http://t.co/ctery9mHJA,1
OFF-WHITE Virgil Abloh http://t.co/GSceFeMA4U,1
"Thank you, Mandela, for your life's work and may it serve as a guiding light to illuminate our futu",1
At a young age my mother taught me the importance of his work. Mandela sacrificed his life for the betterment of mankind,1
I'd like to address the false stories and noise that have been engineered by the media,1
"Despite recent media reports, I've never said anything to dishonor or trivialize the life or transition of one of the most inspiring leaders",1
"Respect to Mandela, his family and his legacy",1
YEEZUS TOUR MERCH AVAILABLE BLACK FRIDAY http://t.co/M56v4jI0X2,1
You inspire us all to be greater and have broken the original doors down that gave us the platform: http://t.co/fFrj884wP6,1
"Thank you Russel for these kind insightful words, I appreciate your mentorship",1
"LOU REED INTERVIEW IN SYDNEY 1974.
http://t.co/U7gS3yd98",1
BOUND 2 VIDEO @ http://t.co/shjFIROujA http://t.co/ojSNK8IRWI,1
YEEZUS TOUR OFFICIALLY BACK ON THE ROAD http://t.co/VQmRN6Z3tY,1
I DO NOT HAVE AN INSTAGRAM…,1
Thank you MAISON MARTIN @MARGIELA and @RenzoRosso It was one of the greatest experiences to work with the maison!!! http://t.co/zvUtw0oiip,1
“@KimKardashian: #NoFilter http://t.co/EWveUYTi3y” HEADING HOME NOW,1
So proud of my baby @kimkardashian http://t.co/cArxWft6E,1
MY NAME IS MY NAME. PRE-ORDER ON ITUNES NOW. http://t.co/Sy0S7t4PAp,1
YEEZUS TOUR WITH KENDRICK ON SALE NOW. http://t.co/Qb5QmxrB7U,1
Karl shooting my 2 girls @CarineRoitfeld @RiccardoTisci @KarlLagerfeld http://t.co/HJWw3Cotxq http://t.co/S04Bz4IZBB,1
TOUR http://t.co/KRKLbkY9B8,1
"I loved working on this new John Legend album, LOVE IN THE FUTURE, out now. @johnlegend https://t.co/cc1rzT2P6L http://t.co/65caceLwb",1
PUSHA-T: MY NAME IS MY NAME. COVER 2. OCT 8TH. http://t.co/qClE4r8Mxn,1
PUSHA-T: MY NAME IS MY NAME. COVER 1. OCT 8TH. http://t.co/8KTBqca2WI,1
BIG SEAN. HALL OF FAME. IN-STORE TODAY,1
BLOOD ON THE LEAVES http://t.co/1xvft3iIuj http://t.co/aEt5UW3biI,1
New Big Sean video - creative direction by Matt Williams from DONDA,1
please don't diminish the user experience by just posting it as a normal video … please link them to my s,1
if you put a link to my site people will be able to chop & screw the video. this is a step towards the possibilities of internet based vid,1
ATTENTION all sites just posting merely the video version of BLKKK SKKKN HEAD,1
BLKKK SKKKN HEAD http://t.co/ctery9mHJA,1
BLKKK SKKKN HEAD INFO http://t.co/ROYekqB2aR,1
"I open the debate… The 2nd verse of New Slaves is the best rap verse of all time….meaning … OF ALL TIME IN THE HISTORY OF RAP MUSIC, PERIOD",1
http://t.co/hkUH7FrnNh,1
And to who ever leaked the video… FUK YOU!,1
Allow me and Nick to give the world what we've been losing sleep ov,1
So any website that may have the unapproved / unfinished ruff. I ask you to please take it down,1
The final version will be ready within the next week,1
Me and Nick Knight have been working on this video for 5 months and for creatives it's heartbreaking when something like this happens,1
The BLKKK SKKKN HD video that leaked yesterday was not the official version,1
Thank you Jean Touitou for letting me create with you http://t.co/ctery9mHJA,1
"This is not another ""Robot"" movie. Guillermo del Toro is a mas",1
I saw a pre-screening of Pacific Rim yesterday and it's easily one of my favorite movies of all tim,1
one of the other gifts my girl gave me for fathers day http://t.co/WnlZaMhV,1
ENTER FOR A CHANCE TO WIN A PAIR OF THE RED NIKE AIR YEEZY 2 http://t.co/xWXjqFQu,1
YEEZUS ALBUM NOW AVAILABLE AT http://t.co/7BZwfPawwZ,1
NEW MUSIC AT NEW PROJECTION LOCATIONS @ http://t.co/7BZwfPawwZ,1
BLK SKN HEAD 2 http://t.co/eRErgwx8hc,1
BLK SKN HEAD http://t.co/CVnr8iUkzN,1
"NEW SONG AND VISUAL FROM MY NEW ALBUM BEING PROJECTED TONIGHT ACROSS THE GLOBE ON 66 BUILDINGS, LOCATIONS @ http://t.co/7BZwfPawwZ",1
I'm starting to think anti Semitic means nigger https://t.co/84CpDm9gvJ,1
I’m a bit sleepy tonight but when I wake up I’m going death con 3 On JEWISH PEOPLE The funny thing is I actually can’t be Anti Semitic because black people are actually Jew also You guys have toyed with me and tried to black ball anyone whoever opposes your agenda https://t.co/0xka0D5k50,1
I’m on spaces! https://t.co/vdlvAQ8PCs,1
2020 VISION https://t.co/VqFgFyZ3XD,1
https://t.co/3hGgcjHzRE https://t.co/gFouWM6Ur0,1
Wow 😳 that Rogan interview got em shook Let’s gooooooooo https://t.co/Mxo24Iaa2n,1
https://t.co/rqKBrfNCME Let’s ,1
DABABY TURNED THIS VERSE AROUND SO QUICK ITS INSPIRATIONAL TO SEE HOW FAST WE CAN MOVE AS A PEOPLE. I HAD TO GIVE YALL AT LEAST A SNIPPET. WHAT YOU THIS ISSA RAE A THINK ABOUT THIS ONE 🤔 https://t.co/zqA9td46ZO,1
Chicago! @djpharris will be World Premiering my new single ‘Nah Nah Nah’ @ 5pm on @power92chicago #ThisChicago Artwork by Wes Lang https://t.co/bMT0snh4O5,1
RT @kanyewest: https://t.co/ZURvTEW9ee we stepping out on faith https://t.co/ypQfooB35,1
Pray for Armenia https://t.co/lKFjWMw6Z,1
I’M SO ENERGIZED I HAD TO DROP A NEW SONG NAH NAH NAH https://t.co/DoixRbCT1R,1
https://t.co/3hGgcjHzRE we stepping out on faith https://t.co/0a82wuh8a,1
IMG_9150.mov,1
You think the Yankees might need Jesus tonight ? https://t.co/uI4jpiGrSz,1
https://t.co/8gBTw6g6Jq https://t.co/SJQF5aVdNy,1
https://t.co/8gBTw6g6Jq https://t.co/sJPCR6iyTJ,1
https://t.co/8gBTw6g6Jq https://t.co/bm0wZVVgNK,1
https://t.co/8gBTw6g6Jq https://t.co/lt8B9tH4Ox,1
https://t.co/8gBTw6g6Jq https://t.co/bPzMbzBCwO,1
https://t.co/8gBTw6g6Jq https://t.co/BemsPcCCNz,1
https://t.co/8gBTw6g6Jq https://t.co/7MLPpo7aEG,1
https://t.co/8gBTw6g6Jq,1
Ameer Sudan in Atlanta https://t.co/tpAYmVw3X6,1
Tes,1
Bron pass it to 2Chainz https://t.co/yxxCwDvs9s,1
Praying for Armenia Praying for Breonna Taylor’s family Praying for a world ravaged by the pandemic Praying for Gods love to cover us all Cover our friends and family soften the hearts of the world Thank you God for our lives. In Jesus name Amen,1
Praying for Armenia Praying for Breonna Tayler’s family Praying for a world ravaged by the pandemic Praying for Gods love to cover us all Cover our friends and family soften the hearts of the world Thank you God for our lives. In Jesus name Amen,1
